,repo_url,fix_commit,previous_commit,triage_status,reviewer_notes,taxonomy,framework
22,https://github.com/Datenyan/ThingRepository,23ce33e325821e6bacb8087e47750f19d013823c,8f0f0b7bc790674183b42d9587a47ad5435d6aa0,true_positive,"Manual test detects this with javascript.browser.security.raw-html-concat.raw-html-concat

```
➜  ThingRepository git:(8f0f0b7) semgrep -f p/xss res/js/ajax.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|████████|61/61
res/js/ajax.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
16:            table.append(
17:                '<tr href=""#"" id=""' + result._id + '""><td><img width=""100px"" height=""100px"" src=""' + imgUrl + '"" /></td><td>' + result.name + '</td><td>' + result.description + '</td><td>$' + result.price + '</td><td>' + new Date(result.date).toDateString() + '</td></tr>'
18:            )
--------------------------------------------------------------------------------
21:            console.log(""Failed with error "" + result.status);
--------------------------------------------------------------------------------
71:            itemModal.find(""#thingTitle"").html(""<strong>"" + result.name + ""</strong>"");
--------------------------------------------------------------------------------
74:            itemModal.find("".thingPrice"").text(""$"" + result.price);
```",B,javascript
23,https://github.com/Deteriorator/Python-Flask-Web-Development,53be4c48ffbe7d30a1bde5717658f6de81820360,6e22862cd65bf7f7093826954212b2e809cf3aad,false_positive,Did not detect. This is a variant on `directly-returned-format-string` which involves some data flow.,E,flask
24,https://github.com/DevelopInspireCreate/DevelopInspireCreateWebsite,c39d5ea0c7f5436b1b8816cdb9ad33876c58bac6,fc66c734fd57d23f8f98e1203f2b478b1fd7601b,false_positive,Email-related XSS,C,express
25,https://github.com/DisturbeD-347939/Mercury,7f5ca1ad1a9d8936c1d990c04228d86d75179c93,236999e5388c319dd138b689afa64331f04cf73b,false_positive,Did not detect. raw-html-concat also does not detect. ,E,clientside_javascript
26,https://github.com/EOL/eol_website,f385f0b1aa95420a05ca9b01e1d04f2abef8f998,a982618b3855229cb138780eea4ca21956ba8ccb,true_positive,Detected .html_safe,A,rails
27,https://github.com/EdLahatra/vsc,298a4f8e58c070cd1d702f9e84a3ece5d145d15e,c0f8c29a4992c71d92e1de88bd1051c10540ec63,false_positive,innerHTML XSS. Not detected,E,express
28,https://github.com/Elbrah2020/ElectronLogger,ccacad3c625fa1ec3359586f913ba211d0b77ace,1bc67854c058a2aef1fff2655fc49be81f90e1ab,true_positive,"➜  ElectronLogger git:(1bc6785) semgrep -f p/xss src/view/js/rendererLogger.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|███████████|61/61
src/view/js/rendererLogger.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
6:		append += '<span class=""cyan"">' + packetName + '</span>&nbsp;<span class=""gray"">/</span>&nbsp;';
--------------------------------------------------------------------------------
8:	append += '<span class=""green"">' + header + '</span><span class=""red"">]</span>&nbsp;<span class=""gray"">-></span>&nbsp;<span class=""yellow"">' + message + '</span><br/>';
--------------------------------------------------------------------------------
16:		append += '<span class=""cyan"">' + packetName + '</span>&nbsp;<span class=""gray"">/</span>&nbsp;';
--------------------------------------------------------------------------------
18:	append += '<span class=""green"">' + header + '</span><span class=""blue"">]</span>&nbsp;<span class=""gray"">-></span>&nbsp;<span class=""yellow"">' + message + '</span><br/>';",B,electron
29,https://github.com/Endi0n/GaSM,4df1fa81d72e85f52c9ae0cc2efbcba568e97878,ae65de3d9ec0807bcebb9527b9f5339f665c16ae,false_positive,JQuery .html method. Did not detect.,C,clientside_javascript
30,https://github.com/Explosion-Scratch/chat-app,83af0edbca67b76df47f18b22f9dbe23dc814fd2,7323086a5d919daa54e6679b56e82d06a0dcc75e,true_positive,"➜  chat-app git:(7323086) semgrep -f p/xss script.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|███████████|61/61
script.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
212:    html +=
213:      ""<li onclick='updatemessage(this)' data-channel='"" +
214:      snapshot.val().channel +
215:      ""'id='message-"" +
216:      snapshot.key +
217:      ""'>"";
--------------------------------------------------------------------------------
218:    html += ""<span id='message-sender'>"" + snapshot.val().sender;
--------------------------------------------------------------------------------",B,clientside_javascript
31,https://github.com/Fenrislol/grafana,0284747c88eb9435899006d26ffaf65f89dec88e,c9e7796b33a91267895c8e7b13e2090ea5270aca,false_positive,"TypeScript, not covered",D,
32,https://github.com/GoogleCloudPlatform/fda-mystudies,7a531ce5efd446cfb72edff1c1fb506c734395e4,4ced05c27a37846a465b180ad0e9c2c100bdb394,true_positive,"Java + JSP = XSS's everywhere!

This is actually an interesting case because precise detections would detect JavaScript INSIDE a JSP page. We consider this one ""detected"" because it flags all unescaped variables and JSP scriptlets. The ""correct"" path would begin to use a template engine and serve JavaScript separately.",B,java_and_jsp
33,https://github.com/GoogleCloudPlatform/fda-mystudies,8eb6c708b853f3391be33a0e1f51ebb0d85cb9c1,d7ae1b637d0737bd8b5f832fcf320993e9e1d6bd,true_positive,,B,java_and_jsp
34,https://github.com/GrzegorzLy/noteApp,b9267022d030b23d1a60eddc6a4ae06ba87c2571,e2e96753d2ce3abe47693c6a94a5c853e1c8d459,false_positive,🤨🤨🤨🤨 This change uses a sanitizer but assigns to `dangerouslySetInnerHtml`,C,react
35,https://github.com/HALv2/tech_assign,ae5a2ef7b0ad20ee0b2494838170c6f0916c703d,55adf49e1bbb03b1d866acb2b5344cf1fd8a0842,false_positive,innerHTML. not detected,E,clientside_javascript
36,https://github.com/HyungTaeKim8905/Chat-Team-Project,bcedc734de575994fab629461fe9bc4eb4f973b0,edc6e7f173174b4aaf4308a88cec027ed20c4e77,true_positive,Java + JSP = XSS,B,clientside_javascript
37,https://github.com/IIIristraM/lerna-ts,6352bc104d1d47f2c3c7a87d6c5c7935f04535d6,546cf9551653f82b11ecfda48fcaac1ba523832b,false_positive,This is dangerouslySetInnerHtml,C,react
38,https://github.com/JesusAngelGonzalez/SisInf2020,7db3c777bf58262ecd5e6f58bda8c8faf0b64121,372da6ea6b084aff112e72b1b54fb53acf1b8490,true_positive,"Diff is not here; however, on GitHub, diff is correctly shown: https://github.com/JesusAngelGonzalez/SisInf2020/commit/7db3c777bf58262ecd5e6f58bda8c8faf0b64121

Detected this. Java + JSP again.",B,java_and_jsp
39,https://github.com/JohnnyOfSnow/JohnnyOfSnow.github.io,325f83745fdeb98f398d19e788a938c5f430434d,1cc20fa9b713ed3d66e95b44ab6d84a251fc3c8c,false_positive,switches innerHTML to innerText. Did not detect.,E,clientside_javascript_embedded_in_html
40,https://github.com/JustinH11235/HPictionary,94db4112fb8145833a24e8e22eaf04c27efabb29,b34a6ebed997680556e728ecda687e157e2b7c10,false_positive,Real problem here is innerHTML: https://github.com/JustinH11235/HPictionary/blob/69fea955a88a49bba8035182a355a15fd0cf9639/static/js/game.js#L100,E,express
41,https://github.com/Kenobi-Knobs/Union,1b9d1c2b23333b039d64fffe239e1ea51b14761c,486a6b532ad2c1e0068df8dd000726a73f911343,false_positive,"Not detected. The fix here ""sanitizes"" input going into a database. I assume this gets rendered somewhere, which we did not detect with Semgrep.",E,unknown
42,https://github.com/Kogoon/Flask-secure-coding,4b1f71eaffcb0574e25ff35f5cd584dbb4df8223,e4c0a6504255181403b3b88d9f99909517ef9ea0,true_positive,,A,flask
43,https://github.com/Kommunicate-io/Kommunicate-Web-SDK,874b59b1564c1a28b32a6cfb372d65076aca680c,6b602a800c70fbcb1036f27706496492bd57b563,true_positive,"➜  Kommunicate-Web-SDK git:(master) semgrep -f p/xss webplugin/js/app/km-post-initialization.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|█████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████|61/61
webplugin/js/app/km-post-initialization.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
24:                $applozic(""#km-faq-list-container"").append('<li class=""km-faq-list"" aria-disabled=""false"" role=""button"" tabindex=""0"" data-source=""' + faq.source + '"" data-articleId=""' + faq.articleId + '""><a class=""km-faqdisplay""><div class=""km-faqimage"">' + KommunicateUI.faqSVGImage + '</div> <div class=""km-faqanchor"">' + title + '</div></a></li>');
ran 61 rules on 1 files: 1 findings",A,clientside_javascript
44,https://github.com/Kommunicate-io/Kommunicate-Web-SDK,f8f05bd04198ebbc6826c0f7bff4ea1503c078de,874b59b1564c1a28b32a6cfb372d65076aca680c,false_positive,JQuery rule should cover this,E,clientside_javascript
45,https://github.com/LastRoze/Readme-Stats,0833e8531d0445dd461956b805e69a36d183f021,3c7220e4f7144f6cb068fd433c774f6db47ccb95,false_positive,JS template strings rule needed,E,javascript
46,https://github.com/Laurens54321/WebProject,4a4b7abd44aeed43c15da02e074a25f60fe31dea,1c7ac065083cbb9652c4c7d466343b5079b3c489,true_positive,,A,java_and_jsp
47,https://github.com/Lavanttal/ChatApp,041b9c8a8de298f98373258eabb67cc26fdc44eb,ee7ea089badbe3630cc1ac8befe79b27e94eb6a1,false_positive,Potentially detected by JQuery rule,E,express
48,https://github.com/Lidemy/mentor-program-4th-MoreCoke,b019e33ecabecec20c6e9ec162ae2994695ce3ea,ac1f5aec3c7bb18a85af29f580d407554a3e93d3,false_positive,JS template string,E,clientside_javascript_embedded_in_html
49,https://github.com/Lidemy/mentor-program-4th-MoreCoke,e6ebdfd78a0275083dd9bf53939fbc4119f5719e,c829d75f50b08c11bb04d1e3c663156402ca23b5,false_positive,JS template string,E,clientside_javascript_embedded_in_html
50,https://github.com/LilJuiceBox491/Mod-Talk,5ed8ef5312012c226d62a0dc0a0b0f805203605d,000054b09a8e20e88bc80a8079c7ce079860dd31,false_positive,innerHTML,E,
51,https://github.com/Lumieducation/H5P-Nodejs-library,9d37f702897197b130274ff2e8145dfcc2b6728b,aad59b00ba9593cbdff2a3ed54092522eb0200a1,false_positive,"INVESTIGATE further. Xss due to ""double escaping""",E,
52,https://github.com/MTES-MCT/acceslibre,7259928c85c27273be076b2938a6c960444c3132,4d7d8f34223662c8b78c84fe11ecf1c95583f481,false_positive,JQuery weirdness. Not sure if we'd detect it with the JQuery rule.,E,clientside_javascript_embedded_in_html
53,https://github.com/Mahananda-Kawale/thynkcloud,05d831df29be6d1b8f1d248ef408ee231fd15cf6,14b2dad9da08bf864a5519ed106cb248ee7d814f,false_positive,,D,
54,https://github.com/MangaD/SIRS-Project,1a6a646fdc09bdaf8ba4e58c605722ce3cb22acf,2cfa6214a9b4a998cdbad7bd1a50e736cf9e5e92,false_positive,Not detected. Might need an improvement to the raw-html-concat rule,E,clientside_javascript_embedded_in_html
55,https://github.com/Mario-Duarte/image-zoom-plugin,37d29114060bbdb32269021ea4d54521823ebfb4,cd00b69ec4fd49699b37d10059de3c383a5a48d3,false_positive,JS template string + JQuery,E,javascript
56,https://github.com/MaxLeGrelle/Openhifi-frontend,a119d177d5f076295b34604943271dcd90a78da8,d8bc563f0dbee04253807a4daf121942fab55e96,false_positive,Jquery rule might detect,E,javascript
57,https://github.com/MaxZell/Daily-ToDo,92451beae5209c3e16a171fd5db699626556ed0e,0b201b980a80d1b766f122e18e275ca4ae06c42a,false_positive,innerHTML -> textContent,E,clientside_javascript
58,https://github.com/MaxiBal/Step-Counter,3d83278bbf5f97cfb970f21b8b6b611818bbabc5,1b02c670ac387e588de4be8f444dfe9278f0076e,false_positive,"Yikes, this ""fix"" might introduce a vulnerability. It disables escaping in an EJS template and simply replaces < and > for variables inside.

In any case, we do not detect the actual vulnerability site, nor do we detect any ""steps"" in the process. We would potentially detect this with a JS template string rule.",E,express
59,https://github.com/MeowKawaii/ywc,487057a2fa7e8b3ed0b4e16a4eb2100cb68d4903,0fa38f30e9d36a1d8e96de9534b4a8eb98b08fce,false_positive,dangerouslySetInnerHtml,E,react
60,https://github.com/NG-ZORRO/ng-zorro-antd,a393b89bf82eece5b0586592d709629865b27b3a,077c8dee9e3829daff06ff1ac700bc271d6ddd41,false_positive,innerHTML,E,angular
61,https://github.com/NarutoVPS/Envoy,3c2e890b99a80f8bd2b0bb20594871b93edbb8a6,00be0f1b354a1559242c61645efb6c36a3f4dfff,false_positive,innerHTML,E,express
62,https://github.com/NoMoreDeps/marksjs,257bd7c936b44a79f2782339a2bfa4297deddc1f,64539b6fc86d51c627031e5563fb63101f061d13,false_positive,Homegrown rendered. Do not detect this.,E,
63,https://github.com/OAC-TW/OAC-SPA,594996adf4f3898b9b8d723e1095bb7fac62a985,ac2acd1edb4eba45c70ac84418f54c0502d75780,false_positive,"JS template string might work. Either way, this is Vue.js",C,vue
64,https://github.com/OWASP/Nettacker,4dea094892cccffb27f2f067c7042be20856d0a3,348b41a0da81b71cb9a5de829242288aafc27144 923dd111155ddc8f8e907e5e95227459cf517a59,true_positive,Real issue here is autoescape off in templates,B,flask
65,https://github.com/OWASP/SecurityShepherd,b42460491a5c3fe115b4813e30bcd1755a8f39b1,4941a1c3df9994122041226b5668e38b56925e79,true_positive,"Got it. The sink is here:

```
85:                            out.write(htmlOutput + emailAddr);
```",B,java_and_jsp
66,https://github.com/OldaHorak/AdminLTE,903143a1e1c02b94ec1194b7cec65675755c14a9,d114eabfe6189892e0b33dc76d36b6b39ff37b29,false_positive,JQuery .html() function,E,
67,https://github.com/OpenIdentityPlatform/commons,95cca08af6e094979850eaf4bcd974aaefad4966,326d96b2c3ee0489b455636485bbf30b15235abe,true_positive,"➜  commons git:(master) semgrep -f p/xss ui/commons/src/main/js/org/forgerock/commons/ui/com
mon/components/Messages.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|█████████████████████████████████████████████████████████████████████████████████|61/61
ui/commons/src/main/js/org/forgerock/commons/ui/common/components/Messages.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
80:            console.info(msg.type + "":"", msg.message, msg);
--------------------------------------------------------------------------------
135:            this.$el.append(""<div role='alert' class='alert-system alert-message alert "" + alertClass
136:                + ""'><i class='fa "" + alertIcon + ""'></i><span class='message'>"" + _.escape(this.list[0].message)
137:                + ""</span></div>"");
ran 61 rules on 1 files: 2 findings",A,
68,https://github.com/PlayBoyFly/apollo,b5832dadb844cadcc1f3c36b9bcfa6b83f79c62d,77f801c80528e5206ad17d9e6b644b377512adff,true_positive,"➜  apollo git:(master) semgrep -f p/xss apollo-portal/src/main/resources/static/scripts/controller/SettingController.js
A new version of Semgrep is available. Please see https://github.com/returntocorp/semgrep#upgrading for more information.
using config from https://semgrep.dev/p/xss. Visit https://semgrep.dev/registry to see all public rules.
downloading config...
running 61 rules...
100%|█████████████████████████████████████████████████████████████████████████████████|61/61
apollo-portal/src/main/resources/static/scripts/controller/SettingController.js
severity:warning rule:javascript.browser.security.raw-html-concat.raw-html-concat: User controlled data in a HTML string may result in XSS
47:                org.text = item.orgName + '(' + item.orgId + ')';
--------------------------------------------------------------------------------
109:        var defaultSelectedDOM = '<option value=""' + _.escape(app.ownerName) + '"" selected=""selected"">' + _.escape(app.ownerName)
110:            + '</option>';
--------------------------------------------------------------------------------
116:        var user = $('.' + $scope.userSelectWidgetId).select2('data')[0];
--------------------------------------------------------------------------------
129:                $('.' + $scope.userSelectWidgetId).select2(""val"", """");
ran 61 rules on 1 files: 4 findings",B,clientside_javascript
69,https://github.com/SFDO-Tooling/Metecho,416796be8395be6bb878cb990cf9d365c17c6d76,15b13d891abaffe38e8ef083e3a014e83f1b80d0,true_positive,"Detected global autoescape off!

May still want to consider adding email XSS rules to Django XSS pack.",B,django
70,https://github.com/SL-Lee/infosecurity-project-client,df44239e9a7ba702c455d48d16df913e13fbb190,e8f6312c3ddd13fec1d8239d0bb82a620d1816e2,true_positive,"Detected | safe filter.

This fix also includes a replacement of innerHTML -> innerText.",A,flask
71,https://github.com/SabrinaMarkon/react-next-airbnb-clone,f7730ed59e2d7e55e40b9359833dd3dc2fd80ffa,1b34b74de3edc200a89b3a314216ee59a1ca32ad,false_positive,dangerouslySetInnerHTML,E,express
72,https://github.com/ScratchAddons/ScratchAddons,b9a52d6532c8514254c7cc1d8e18710dbedc41ff,7afa25ee920701fc73a8e167bb752a15adb5d6d2,false_positive,Replaces outerHTML. Does this behave similarly to innerHTML?,E,clientside_javascript
73,https://github.com/SeanStaffiery/seanstaffiery.github.io,f6f5a7bb4e3104eed48890ac83d44ff5e5866dcf,d3c0864f1da28438d7e80fe7f2dd6d1b59b2a4aa,false_positive,Jquery might detect?,E,clientside_javascript
74,https://github.com/Shopify/quilt,dec36405a80ebc686138c3504c372fb9578b2b93,153d270592373acc0d835625e2824599480cdbd0 8cce0f87cc1a5eff1a934120d24ba3eaf65f7610,false_positive,"Not detected, though from the looks of things this looks like an open redirect.",E,express — ts
75,https://github.com/Siilwyn/cheers-receiver,35edc0ecd1d85141ae5c1006cd0f47f48457ac59,6bfee53210a53cbdcd29559a3fd5cfd4f7515a6c,false_positive,,C,other_javascript (micro)
76,https://github.com/SithCult/Holobook,45fc74bfe40a3d8191265e4cfcad0f386b900a57,83e88389d79bebe21c832e517e5b967f1d1bcf80,false_positive,dangerouslySetInnerHTML,E,jsx (react)
77,https://github.com/SneakyMini/m_short,d1e4ae9c7db65de58a50c00fe0fba744111728a4,7131d234642f23b0419d4a086979c6145555a7c3,false_positive,Technically an open redirect,E,clientside_javascript
78,https://github.com/SnickersVsMars/webapp-ws20-projects,d25e6a55e5a583c377193abd4d841f40bbadec93,adac59f72a0a5d309dcf2f2110df1966e0555353,false_positive,innerHTML -> innerText,E,clientside_javascript
79,https://github.com/Sonikboy/estudo_poker,298a4f8e58c070cd1d702f9e84a3ece5d145d15e,c0f8c29a4992c71d92e1de88bd1051c10540ec63,false_positive,innerHTML,E,express
80,https://github.com/Steellow/solita-dev-academy-2021,b233fce2ebf42d447654923de7b128a7b7c675a8,37cd3cce590bab1d1145f09170f274fa2ebb7738,false_positive,JQuery rule might detect,E,clientside_javascript
81,https://github.com/Steellow/solita-dev-academy-2021,f349a9586f017d8a9858857ff2e6342d1a74b577,fd5c3027c296be1e39ea82da648579f128dfeab7,false_positive,replaces $(...).html --> $(...).text. Similar to innerHTML -> innerText,E,clientside_javascript
82,https://github.com/StyleShit/Elementor-Assignment,05986d6f16c254831d466c03f345ed36a8710012,d6e00d4253b6938e65c08d21646db83c0fcd0fd6,false_positive,innerHTML,E,clientside_javascript
83,https://github.com/TKais/Hogwash,fd1ed9361fbd836febea5debb7d1c5c8f3999c77,cf68a17307763ad643d76facf4ff39f8ff227c08,false_positive,"there's a function that checks whether a query string is valid or not. Before it just printed things, but now it is a written function. ",E,clientside_javascript
84,https://github.com/Taink/projet-web-s3,4c66d58711b4183d0b0c58e7b5fbb22786f672b3,1c07728916c40d4d98667dd283eb33164ee21974,false_positive,not sanitizing user input when passed into a res.send. Committer used safeHtml to sanitize,E,express
85,https://github.com/ThewBear/do-forem,ab95635dc6ffab6fa6218de1ff1759927f78356e,bd13d21b4cb0da2aeb5f51ab2efa3cad86df07b5,false_positive,User input is used in served HTML in buildArticleHTML.js but not sanitized; this was not caught by our rules.,E,express
86,https://github.com/Tim-28-Xml/rent-a-car,e96ac726ba7703a86e911ec0bc904790953eb7a9,76ea834e4a15739e1bb7a12423e42c0dcc280260,false_positive,Sanitization of user input; looks for whether user input contains </>. This seems like it would be hard to detect.,E,java_and_jsp
87,https://github.com/Timmy-1994/106062-OacMap,0946ecec9e3b86a4bfacb59bbc5212129df85fb5,9607de59c4e9c65a377ff794422387c8083aba6f,false_positive,"Serving html that has user input passed into it. Client side issue, not detected.",E,clientside_javascript — ts
88,https://github.com/UWB-ACM/crowfacts,5cfbdbfb48aad2d284cfcfc022e759f3a73c7534,1cf96d347e062041697902d020fe008491725c5b,false_positive,innerHTML XSS vuln; not sanitizing before calling innerHTML,E,javascript
89,https://github.com/Ugo-Z/Project_Zzz,513124267729cf13504350739782d242209f3670,28662d37c322cfcec59ab64b84034cf37d21436c,false_positive,Setting this.X = <user supplied input> without sanitizing said user-supplied input. ,E,java_and_jsp
90,https://github.com/UltimatePro-Grammer/websystem,715660fcfadea276944e47da8a85ae91f540f5b1,97c6fe5c9c31b263deeeb8ef64e6f1dd0d901e2d,false_positive,Another innerHTML vulnerability that was not detected.,E,javascript
91,https://github.com/VeriBlock/vbk-ri-btc-explorer,03e5fe6e6185cbb7b8c48d3d173a1ff53184a580,718cbc02bd74f8788c8fcd2ae747b377f05d3e12,false_positive,"not sanitizing a string that comes from user when returning for error or returning for later use. Not caught, but should be.",E,express
